row_id	entry_id	source_page	raw_lerch_headword	corrected_lerch_headword	corrected_headword_source	modern_zazaki_guess	proposed_group_headword	group_source	german_gloss_raw	german_gloss_clean	english_gloss	english_gloss_source	turkish_gloss	turkish_gloss_source	existing_parent	entry_review_status	correction_confidence	notes
334	lerch_glossary_p209_r0334:entry	209	navrotla	navrotla	raw_extraction	navrotla	navrotla	self	Mittag. Vgl. Krm. nlvro. neuy6s, neunzehn,	Mittag. Vgl. Krm. nlvro. neuy6s, neunzehn,						ocr_extracted	low	
335	lerch_glossary_p209_r0335:entry	209	nehgö	nehgö	raw_extraction	nêhgo	nehgö	self	Nagel. sen Ind. Alterthumskunde I, 755. dewi = d'au.	Nagel. sen Ind. Alterthumskunde I, 755. dewi = d'au.						ocr_extracted	low	
336	lerch_glossary_p209_r0336:entry	209	d'dka	d'dka	raw_extraction	ddka	d'dka	self	Grossmutier,	Grossmutier,						ocr_extracted	low	
337	lerch_glossary_p209_r0337:entry	209	des	des	raw_extraction	dês	dês	existing_parent	Waud.	Waud.			duvar	matched_dezd_headword	dês	headword_parented	medium	
338	lerch_glossary_p209_r0338:entry	209	D'esmüni	Désmúni	text_form_match	Dêsmûni	Krm	see_reference	Ortsname, 65.3. lyesmündi, Appellativ von D'es- müni. Vgl. Krm. naniik. newete pau’ftte , wachte , hielt Wache; s. Krm. nöbeti.	Ortsname, 65. 3. lyesmündi, Appellativ von D'es- müni. Vgl. Krm. naniik. newete pau’ftte, wachte, hielt Wache; s. Krm. nöbeti.	place name	rule_guess_from_german	yer adı	rule_guess_from_german		ocr_extracted	medium	text examples: ali-agha-ladi-kelhani:a04_l11
339	lerch_glossary_p209_r0339:entry	209	nekai	nekaí	text_form_match	nêkay	enkai	see_reference	jetzt; s. enkai.	jetzt; s. enkai.						ocr_extracted	medium	text examples: degirmenci-ve-tilki:mf04_l14; degirmenci-ve-tilki:mf05_l01; uc-kardes-masali:tb02_l08
340	lerch_glossary_p209_r0340:entry	209	neyai	neyaí	text_form_match	nêyay	neyaí	self	bückten sich, 83.6.	bückten sich, 83. 6.						ocr_extracted	medium	text examples: uc-kardes-masali:tb01_l09; uc-kardes-masali:tb02_l11
341	lerch_glossary_p209_r0341:entry	209	nezdr	nezdr	raw_extraction	nêzdr	Krm	see_reference	nah; s. Krm. nizik.	nah; s. Krm. nizik.						ocr_extracted	low	
342	lerch_glossary_p209_r0342:entry	209	ncmad	ncmad	raw_extraction	ncmad	ncmad	self	Gebet. Vgl. Krm. nemeü.	Gebet. Vgl. Krm. nemeü.						ocr_extracted	low	
343	lerch_glossary_p209_r0343:entry	209	nemr	nemr	raw_extraction	nêmr	nemr	self	zart. Vgl. Krm. nenn, njzdf = nczdi.	zart. Vgl. Krm. nenn, njzdf = nczdi.						ocr_extracted	low	
344	lerch_glossary_p209_r0344:entry	209	Nisän	Nisän	raw_extraction	Nisan	nisun, nisan	existing_parent	Monatsname, s. Ahth. I, S. xv.	Monatsname, s. Ahth. I, S. xv.	month name	rule_guess_from_german	nisan, nisan ayı	matched_harun_headword	nisun, nisan	headword_parented	medium	
345	lerch_glossary_p209_r0345:entry	209	nudik	nudik	raw_extraction	nûdik	nudik	self	Faust,	Faust,						ocr_extracted	low	
346	lerch_glossary_p209_r0346:entry	209	nusen’a	nusén’a	text_form_match	nûsêna	nusén-	verb_present_stem_guess	(ich) schreibe, ngst, schrieb. binusd, (ich) werde schreiben.	(ich) schreibe, ngst, schrieb. binusd, (ich) werde schreiben.						ocr_extracted	medium	text examples: uc-kardes-masali:tb04_l11
347	lerch_glossary_p210_r0347:entry	210	Sau	Sau	raw_extraction	Saw	Sau	self	Nacht. V'gl. Krm. Sev. Sau'e, Nachts, (52.6 sq. saüa ksl (= saue ke sl), ver- gangene Nacht.	Nacht. V'gl. Krm. Sev. Sau'e, Nachts, (52. 6 sq. saüa ksl (= saue ke sl), ver- gangene Nacht.	night	rule_guess_from_german	gece	rule_guess_from_german		ocr_extracted	low	
348	lerch_glossary_p210_r0348:entry	210	SaüSevüke	SaüSevüke	raw_extraction	SawSêvükê	SaüSevüke	self	ein Vogel dessen Schrei: vei, vei.	ein Vogel dessen Schrei: vei, vei.	bird; one	rule_guess_from_german	kuş; bir	rule_guess_from_german		ocr_extracted	low	
349	lerch_glossary_p210_r0349:entry	210	Sahrestdn	Sahrestdn	raw_extraction	Sahrêstdn	Sahrestdn	self	Stadt; vgl. npers	Stadt; vgl. npers						ocr_extracted	low	
350	lerch_glossary_p210_r0350:entry	210	sändc	sändc	raw_extraction	sandc	sändc	self	Abends.	Abends.						ocr_extracted	low	
351	lerch_glossary_p210_r0351:entry	210	Sanel märi	Sanel märi	raw_extraction	Sanêl mari	Sanel märi	self	Regenwurm.	Regenwurm.						ocr_extracted	low	
352	lerch_glossary_p210_r0352:entry	210	Säri	šā́rí	text_form_match	şari	šā́rí	self	fremd.	fremd.						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h02_l08
353	lerch_glossary_p210_r0353:entry	210	SaMn	SaMn	raw_extraction	SaMn	SaMn	self	Personenname,	Personenname,	personal name	rule_guess_from_german	kişi adı	rule_guess_from_german		ocr_extracted	low	
354	lerch_glossary_p210_r0354:entry	210	ses	šẹ̄š	text_form_match	şêş	şeş	existing_parent	sechs.	sechs.			altı	matched_harun_headword	şeş	headword_parented	medium	text examples: ali-agha-ladi-kelhani:a01_l04
355	lerch_glossary_p210_r0355:entry	210	SeSln	SeSln	raw_extraction	SêSln	SeSln	self	sechste.	sechste.						ocr_extracted	low	
356	lerch_glossary_p210_r0356:entry	210	Seme	Seme	raw_extraction	Sêmê	şeme	existing_parent	Sonnabend. Vgl. Krm. Sembß.	Sonnabend. Vgl. Krm. Sembß.	saturday	matched_dezd_headword	cumartesi	matched_dezd_headword	şeme	headword_parented	medium	
357	lerch_glossary_p210_r0357:entry	210	Sc	Sc	raw_extraction	Sc	suen’a	see_reference	ging, 54.10; s. suen’a.	ging, 54. 10; s. suen’a.	go	rule_guess_from_german	gitmek	rule_guess_from_german		ocr_extracted	low	
358	lerch_glossary_p210_r0358:entry	210	selsti	selsti	raw_extraction	sêlsti	selsti	self	sechszig.	sechszig.						ocr_extracted	low	
359	lerch_glossary_p210_r0359:entry	210	Seistiyin	Seistiyin	raw_extraction	Sêystiyin	Seistiyin	self	scchszigste.	scchszigste.						ocr_extracted	low	
360	lerch_glossary_p210_r0360:entry	210	sebSkc	sebSkc	raw_extraction	sêbSkc	sebSkc	self	Gitterfenster (arab. ±JLi «feuestrae reticulatac»), Git- terthür.	Gitterfenster (arab. ±JLi «feuestrae reticulatac»), Git- terthür.						ocr_extracted	low	
361	lerch_glossary_p210_r0361:entry	210	Simä	ši̥mā́	text_form_match	şıma	şıma	existing_parent	ihr.	ihr.	1) you 2) your 3) you (rarely in polite phrases)	matched_dezd_headword	1) siz 2) sizin, size, sizi 3) siz (nadiren kibar ifadelerde)	matched_dezd_headword	şıma	headword_parented	medium	text examples: kauge-nyerib-u-hyeni:h02_l08
362	lerch_glossary_p210_r0362:entry	210	Sl	Sl	raw_extraction	Sl	suen’a	see_reference	Si, gingen, 59.5; s. suen’a.	Si, gingen, 59. 5; s. suen’a.						ocr_extracted	low	
363	lerch_glossary_p210_r0363:entry	210	Sia	šía	text_form_match	şya	şiyayene , şiyene	existing_parent	hin gegangen, (50.16. si6s, sechzehn. s&’at, (ar. *l«cL.), Stunde. di s&’ati, zwei Stunden, 51.8. : . s.	hin gegangen, (50. 16. si6s, sechzehn. s&’at, (ar. *l«cL. ), Stunde. di s&’ati, zwei Stunden, 51. 8. : . s.	to go	matched_dezd_headword	gitmek	matched_dezd_headword	şiyayene , şiyene	headword_parented	medium	text examples: gespraech-mit-hassan:h03_l10
364	lerch_glossary_p210_r0364:entry	210	Siyeslu	Siyeslu	raw_extraction	Siyêslû	Siyeslu	self	sechszehute.	sechszehute.						ocr_extracted	low	
365	lerch_glossary_p210_r0365:entry	210	Sit	šit	text_form_match	şit	şütene	existing_parent	waschen; wusch	waschen; wusch	wash	manual_override	yıkamak	manual_override	şütene	headword_parented	medium	text examples: degirmenci-ve-tilki:mf05_l09; uc-kardes-masali:tb08_l08
366	lerch_glossary_p210_r0366:entry	210	sid	šid	text_form_match	şid	šid	self	Milch.	Milch.						ocr_extracted	medium	text examples: goin-puhu-kusunun-hikayesi:g04_l03
367	lerch_glossary_p210_r0367:entry	210	SimSyßr	SimSyßr	raw_extraction	SimSyßr	SimSyßr	self	Schwert. Vgl. Krm. sür, syür.	Schwert. Vgl. Krm. sür, syür.	sword	rule_guess_from_german	kılıç	rule_guess_from_german		ocr_extracted	low	
368	lerch_glossary_p210_r0368:entry	210	Slv	Slv	raw_extraction	Slv	Slv	self	Weinmoost. S. Krm. sIV.	Weinmoost. S. Krm. sIV.						ocr_extracted	low	
369	lerch_glossary_p210_r0369:entry	210	sußn’a	sußn’a	raw_extraction	sûßna	sußn-	verb_present_stem_guess	(ich) gehe. Süe (imp.), geh, 52. io. te sueu’i, du gehst; hesußn’i, du gehst uicht 52.10. Syera, (ich) werde gehen; ma Syßri , wir werden gehen , 49.4; 55.»; 62.7. Se, ging; Sl, Si, gingen. Syeri, geht (imp. 2. pl.), 55.8. Vgl. JC: siyu (imparf. asiyava) = aller (Opp.	(ich) gehe. Süe (imp. ), geh, 52. io. te sueu’i, du gehst; hesußn’i, du gehst uicht 52. 10. Syera, (ich) werde gehen; ma Syßri, wir werden gehen, 49. 4; 55. »; 62. 7. Se, ging; Sl, Si, gingen. Syeri, geht (imp. 2. pl. ), 55. 8. Vgl. JC: siyu (imparf. asiyava) = aller (Opp.						ocr_extracted	low	
370	lerch_glossary_p210_r0370:entry	210	XVII	XVII	raw_extraction	XVYY	XVII	self	295); pärs; * -sing, praes; 3. sing, praes; Vhj. imp.; inliu. (s. Sp. PGr. §72 Anm.); npers:	295); pärs; * -sing, praes; 3. sing, praes; Vhj. imp. ; inliu. (s. Sp. PGr. §72 Anm. ); npers:						ocr_extracted	low	
371	lerch_glossary_p210_r0371:entry	210	Syer	Syer	raw_extraction	Syêr	Syer	self	Löwe. Vgl. Krm. slr, syer.	Löwe. Vgl. Krm. slr, syer.						ocr_extracted	low	
372	lerch_glossary_p210_r0372:entry	210	III	III	raw_extraction	YYY	III	self	135: soul Vgl. Kriu. söl.	135: soul Vgl. Kriu. söl.						ocr_extracted	low	
373	lerch_glossary_p211_r0373:entry	211	sa	sa	raw_extraction	sa	sa	existing_parent	was	was	what	manual_override	ne	manual_override	sa	headword_parented	medium	
374	lerch_glossary_p211_r0374:entry	211	sav	sav	raw_extraction	sav	sav	self	hart, fest (pers. «!-*-).	hart, fest (pers. «!-*-).						ocr_extracted	low	
375	lerch_glossary_p211_r0375:entry	211	sayer	sayér	text_form_match	sayêr	sayyer, sayer	existing_parent	däre sayer, Apfelbaum, 60. t.	däre sayer, Apfelbaum, 60. t.			elma ağacı	matched_harun_headword	sayyer, sayer	headword_parented	medium	text examples: gespraech-mit-hassan:h02_l11
376	lerch_glossary_p211_r0376:entry	211	sabün	sabún	text_form_match	sabûn	sabun	existing_parent	Seife. sabün kerd, seifte ein, machte Seife au, 56.12.	Seife. sabün kerd, seifte ein, machte Seife au, 56. 12.	soap	matched_dezd_headword	sabun	matched_dezd_headword	sabun	headword_parented	medium	text examples: uc-kardes-masali:tb08_l08
377	lerch_glossary_p211_r0377:entry	211	se	šẹ̄	text_form_match	şê	se	existing_parent	1) was.	1) was.			ne, hangi şey	matched_harun_headword	se	headword_parented	medium	text examples: ali-agha-ladi-kelhani:a01_l04; ali-agha-ladi-kelhani:a03_l06; ali-agha-ladi-kelhani:a04_l06
378	lerch_glossary_p211_r0378:entry	211	se	šẹ̄	text_form_match	şê	se	existing_parent	hundert	hundert	hundred	manual_override	yüz, yüz sayısı	manual_override	se	headword_parented	medium	text examples: ali-agha-ladi-kelhani:a01_l04; ali-agha-ladi-kelhani:a03_l06; ali-agha-ladi-kelhani:a04_l06
379	lerch_glossary_p211_r0379:entry	211	set = se	set = se	raw_extraction	sêt = sê	se	equals_reference	hundert,	hundert,	hundred	rule_guess_from_german	yüz	rule_guess_from_german		ocr_extracted	low	
380	lerch_glossary_p211_r0380:entry	211	sen’ie	sḗ̱n’ie	text_form_match	senyê	sḗ̱n’ie	self	warum, 52.7.	warum, 52. 7.						ocr_extracted	medium	text examples: goin-puhu-kusunun-hikayesi:g02_l09
381	lerch_glossary_p211_r0381:entry	211	seiie	seiie	raw_extraction	sêyyê	seiie	self	welcher, e, es, 59.16.	welcher, e, es, 59. 16.						ocr_extracted	low	
382	lerch_glossary_p211_r0382:entry	211	ser	se̱r	text_form_match	ser	ser	existing_parent	sere, Haupt, Kopf. seri yau koi, auf einem Berge, seri bäni, Hausdach, Hauste- rasse.	sere, Haupt, Kopf. seri yau koi, auf einem Berge, seri bäni, Hausdach, Hauste- rasse.	1) top, upper 2) top(most), uppermost 3) above	matched_dezd_headword	1) üst, üzeri 2) en yüksek nokta, baş 3) ... üstünde	matched_dezd_headword	ser	headword_parented	medium	text examples: goin-puhu-kusunun-hikayesi:g03_l05; goin-puhu-kusunun-hikayesi:g03_l13; kauge-nyerib-u-sivani:s01_l13
383	lerch_glossary_p211_r0383:entry	211	ser (postpos	ser (postpos	raw_extraction	sêr (postpos	ser (postpos	self	gegeu, zu.	gegeu, zu.						ocr_extracted	low	
384	lerch_glossary_p211_r0384:entry	211	sera	sé̱ra	text_form_match	sera	serr	existing_parent	Jahr	Jahr	year; age; lifetime	manual_override	yıl, sene, yaş; ömür	manual_override	serr	headword_parented	medium	text examples: goin-puhu-kusunun-hikayesi:g04_l07; uc-kardes-masali:tb08_l11
385	lerch_glossary_p211_r0385:entry	211	VH	VH	raw_extraction	VH	VH	self	322. seraksie, in vergangenem Jahre, sera paryin’e, in vergangenem Jahre.	322. seraksie, in vergangenem Jahre, sera paryin’e, in vergangenem Jahre.						ocr_extracted	low	
386	lerch_glossary_p211_r0386:entry	211	sera	sé̱ra	text_form_match	sera	sera	existing_parent	wohin, 57. l,	wohin, 57. l,			nere, nereye, hangi yere	matched_harun_headword	sera	headword_parented	medium	text examples: goin-puhu-kusunun-hikayesi:g04_l07; uc-kardes-masali:tb08_l11
387	lerch_glossary_p211_r0387:entry	211	s§re	s§re	raw_extraction	s§rê	s§re	self	Kopf,	Kopf,	head	rule_guess_from_german	baş; kafa	rule_guess_from_german		ocr_extracted	low	
388	lerch_glossary_p211_r0388:entry	211	serkalü	serkalü	raw_extraction	sêrkalü	serkalü	self	Pfeifenrohr.	Pfeifenrohr.						ocr_extracted	low	
389	lerch_glossary_p211_r0389:entry	211	Zazd	Zazd	raw_extraction	Zazd	Zazd	self	Zazd. .	Zazd. .						ocr_extracted	low	
390	lerch_glossary_p211_r0390:entry	211	Zazdde	Zazdde	raw_extraction	Zazddê	Zazdde	self	Appellativ von Zazd.	Appellativ von Zazd.						ocr_extracted	low	
391	lerch_glossary_p211_r0391:entry	211	zadur	zadur	raw_extraction	zadûr	sen’ie	see_reference	Weide (sali*). ; sei, wie. seidewän, Jäger. Vgl. Krm. se’idvär. sendn’u, wie ist, 59.i; s. sen’ie. sepf, weiss. S. Krm. sepf. sipyerdjs, Weissbart, Dorfältester, 59.8 sq.; s. erdjs u. sepf. sil, Mist. Vgl. KW.	Weide (sali*). ; sei, wie. seidewän, Jäger. Vgl. Krm. se’idvär. sendn’u, wie ist, 59. i; s. sen’ie. sepf, weiss. S. Krm. sepf. sipyerdjs, Weissbart, Dorfältester, 59. 8 sq. ; s. erdjs u. sepf. sil, Mist. Vgl. KW.	willow; pasture	rule_guess_from_german	söğüt; mera	rule_guess_from_german		ocr_extracted	low	
392	lerch_glossary_p211_r0392:entry	211	II	II	raw_extraction	YY	II	self	329: sergu, A'u/i- mislpyramiden. simdr, Stroh; vgl. türk. ^Lo. sid, schwarz. Vgl. altb: npers: 0L sine, Brust. Vgl. Krm. sing, sinen’a, (ich) liebe, sudiid, Schwur. Vgl. Krm. sönd. sudiid wen’a , (ich) schwöre vgl. Krm. sönd Kodr. sudnd wend, schwor, suahd budue, schwöre (imp.)	329: sergu, A'u/i- mislpyramiden. simdr, Stroh; vgl. türk. ^Lo. sid, schwarz. Vgl. altb: npers: 0L sine, Brust. Vgl. Krm. sing, sinen’a, (ich) liebe, sudiid, Schwur. Vgl. Krm. sönd. sudiid wen’a, (ich) schwöre vgl. Krm. sönd Kodr. sudnd wend, schwor, suahd budue, schwöre (imp. )	black	rule_guess_from_german	siyah	rule_guess_from_german		ocr_extracted	low	
393	lerch_glossary_p211_r0393:entry	211	sür	sṳr	text_form_match	sür	sur	existing_parent	Rot	Rot	red	manual_override	kırmızı, al	manual_override	sur	headword_parented	medium	text examples: uc-kardes-masali:tb06_l02; uc-kardes-masali:tb06_l04
394	lerch_glossary_p211_r0394:entry	211	i suröt	i suröt	raw_extraction	i sûrot	i suröt	self	(ar. Oj^o), Gesicht, sur, süri = sür. Syeratnr, Ortsname. syeSeme, Dienstag. Vgl. Krm. sesembe.	(ar. Oj^o), Gesicht, sur, süri = sür. Syeratnr, Ortsname. syeSeme, Dienstag. Vgl. Krm. sesembe.	place name; face	rule_guess_from_german	yer adı; yüz	rule_guess_from_german		ocr_extracted	low	
395	lerch_glossary_p212_r0395:entry	212	zere	zé̱re	text_form_match	zerê	zerre	existing_parent	innen; innere; herein	innen; innere; herein	inside; interior	manual_override	iç; içeri, içerisi	manual_override	zerre	headword_parented	medium	text examples: degirmenci-ve-tilki:mf02_l01; degirmenci-ve-tilki:mf04_l14; degirmenci-ve-tilki:mf05_l03
396	lerch_glossary_p212_r0396:entry	212	zered	zered	raw_extraction	zêrêd	zered	self	Schneehuhn: - —ff' , zerd, gelb. Vgl. Krm. zer.	Schneehuhn: - —ff', zerd, gelb. Vgl. Krm. zer.						ocr_extracted	low	
397	lerch_glossary_p212_r0397:entry	212	zeindän	zeindā́ṅ	text_form_match	zêyndang	zeindā́ṅ	self	Gefängniss, Grube, 57 .8; 80.9. Vgl. npers: (j\jjj-	Gefängniss, Grube, 57. 8; 80. 9. Vgl. npers: (j\jjj-						ocr_extracted	medium	text examples: goin-puhu-kusunun-hikayesi:g02_l07; goin-puhu-kusunun-hikayesi:g02_l08; goin-puhu-kusunun-hikayesi:g02_l11
398	lerch_glossary_p212_r0398:entry	212	zer	zer	raw_extraction	zêr	zêrr, zerr	existing_parent	Herz; Gemüt; Inneres	Herz; Gemüt; Inneres	interior; heart; soul; belly	manual_override	iç; gönül, kalp, yürek; karın; bağır	manual_override	zêrr, zerr	headword_parented	medium	
399	lerch_glossary_p212_r0399:entry	212	zemän	zemän	raw_extraction	zêman	zemun, zeman	existing_parent	Zeit.	Zeit.			zaman	matched_harun_headword	zemun, zeman	headword_parented	medium	
400	lerch_glossary_p212_r0400:entry	212	ra kdn’a	ra kdn’a	raw_extraction	ra kdna	ra kdn-	verb_present_stem_guess	(ich) mache Weg, d. i. geleite. ra kdrdi, geleitete, 85. io.	(ich) mache Weg, d. i. geleite. ra kdrdi, geleitete, 85. io.						ocr_extracted	low	
401	lerch_glossary_p212_r0401:entry	212	ra kuen’a	ra kuen’a	raw_extraction	ra kwêna	ra kuen-	verb_present_stem_guess	lege mich nieder, ruhe, schlafe. ra kaüta, schlief, ra ki, (imp.) lege dich nieder, schlafe, 86.3. weraku, er möge ruhen, 86.4. raät, recht. Vgl. Krm. rast, ravdr, Weg. Vgl. Krm. re. rab, (ar. Herr. Vgl. Krui. zeinän 2). zemäne verie, in früherer Zeit, einst, vor Zeiten, 80.«.	lege mich nieder, ruhe, schlafe. ra kaüta, schlief, ra ki, (imp. ) lege dich nieder, schlafe, 86. 3. weraku, er möge ruhen, 86. 4. raät, recht. Vgl. Krm. rast, ravdr, Weg. Vgl. Krm. re. rab, (ar. Herr. Vgl. Krui. zeinän 2). zemäne verie, in früherer Zeit, einst, vor Zeiten, 80. «.						ocr_extracted	low	
402	lerch_glossary_p212_r0402:entry	212	zind	zind	raw_extraction	zind	zind	self	Nase,	Nase,	nose	rule_guess_from_german	burun	rule_guess_from_german		ocr_extracted	low	
403	lerch_glossary_p212_r0403:entry	212	zime	zime	raw_extraction	zimê	zıme	existing_parent	Erde; Feld	Erde; Feld	north; shady slope; earth, ground	manual_override	kuzey; güneş almayan yamaç; yeryüzü, toprak	manual_override	zıme	headword_parented	medium	
404	lerch_glossary_p212_r0404:entry	212	zien	zien	raw_extraction	zyên	zien	self	Sattel. Vgl. Krm. zin.	Sattel. Vgl. Krm. zin.						ocr_extracted	low	
405	lerch_glossary_p212_r0405:entry	212	zirQt	zirQt	raw_extraction	zirQt	zirQt	self	Knabe. 70. n.	Knabe. 70. n.						ocr_extracted	low	
406	lerch_glossary_p212_r0406:entry	212	zimöli	zimöli	raw_extraction	zimoli	zimöli	self	* Schnurrbart. Vgl. Krm. simböl.	* Schnurrbart. Vgl. Krm. simböl.						ocr_extracted	low	
407	lerch_glossary_p212_r0407:entry	212	zozän	zozā́ṅ	text_form_match	zozang	zuezun, zozan	existing_parent	Sommerlager. S. Krm. zozän.	Sommerlager. S. Krm. zozän.			yayla	matched_harun_headword	zuezun, zozan	headword_parented	medium	text examples: gespraech-mit-hassan:h02_l16; gespraech-mit-hassan:h03_l01; gespraech-mit-hassan:h03_l02
408	lerch_glossary_p212_r0408:entry	212	zuän	zuā́ṅ	text_form_match	zwang	zuā́ṅ	self	Zunge, 57.8. Vgl. Krm. zemäh 1).	Zunge, 57. 8. Vgl. Krm. zemäh 1).						ocr_extracted	medium	text examples: uc-kardes-masali:tb09_l04
409	lerch_glossary_p212_r0409:entry	212	ramai	ramai	raw_extraction	ramay	ramai	self	ramia, lief, floh. Vgl. Krm. revid.	ramia, lief, floh. Vgl. Krm. revid.						ocr_extracted	low	
410	lerch_glossary_p212_r0410:entry	212	reh	reh	raw_extraction	rêh	Krm	see_reference	Schenkel, resane. Strick. Vgl. Krm. weris. rez, Weingarten, Weinberg. Vgl. Krm. rezi tri. rind, schön, gut; s. Krm. rind. rim, Speer, Lanze; s. Krm. rim. ri, Barl. S. Krm. ri 2). rö, Bach. rönist, setzte sich, 63.2; s. ruen’a. Vgl. Krni. rüniät. ru6n’a, (ich) setze dich nieder. berü§, (imp.) sitz nieder, ruen^n’a, ich stelle hin. la = rö. lau, Lippe. Vgl. Krm. lev. lau wfin’u, bellt. kütlk lau wen’u bellt. lauk, Gesang, Lied. S. Krm. lauk 2). laukbänu, laukvänu, er singt,	Schenkel, resane. Strick. Vgl. Krm. weris. rez, Weingarten, Weinberg. Vgl. Krm. rezi tri. rind, schön, gut; s. Krm. rind. rim, Speer, Lanze; s. Krm. rim. ri, Barl. S. Krm. ri 2). rö, Bach. rönist, setzte sich, 63. 2; s. ruen’a. Vgl. Krni. rüniät. ru6n’a, (ich) setze dich nieder. berü§, (imp. ) sitz nieder, ruen^n’a, ich stelle hin. la = rö. lau, Lippe. Vgl. Krm. lev. lau wfin’u, bellt. kütlk lau wen’u bellt. lauk, Gesang, Lied. S. Krm. lauk 2). laukbänu, laukvänu, er singt,						ocr_extracted	low	
411	lerch_glossary_p213_r0411:entry	213	laqardf	laqardf	raw_extraction	laqardf	cad	see_reference	Rede; v. Krm. s. cad. v.	Rede; v. Krm. s. cad. v.						ocr_extracted	low	
412	lerch_glossary_p213_r0412:entry	213	pa	pa	raw_extraction	pa	pa	existing_parent	zu.	zu.			-e, -a; | ona, onlara	matched_harun_headword	pa	headword_parented	medium	
413	lerch_glossary_p213_r0413:entry	213	pai	pai	raw_extraction	pay	pai	self	Fuss. Vgl. npers: ,jL.	Fuss. Vgl. npers: , jL.	foot	rule_guess_from_german	ayak	rule_guess_from_german		ocr_extracted	low	
414	lerch_glossary_p213_r0414:entry	213	paußn’a	paußn’a	raw_extraction	pawßna	paußn-	verb_present_stem_guess	(ich) warte. Vgl. npers: ma pa’üt, ich wartete, pa’üt, wartete, 87.1. newete pa’üte, hielt Wache, stand auf der Wache, 83.6.	(ich) warte. Vgl. npers: ma pa’üt, ich wartete, pa’üt, wartete, 87. 1. newete pa’üte, hielt Wache, stand auf der Wache, 83. 6.						ocr_extracted	low	
415	lerch_glossary_p213_r0415:entry	213	paudün’a	paudün’a	raw_extraction	pawdüna	paudün-	verb_present_stem_guess	(ich koche). paü2e, koche (imp.), 51,to. Vgl. Krm. peüänd. pan^, fünf,	(ich koche). paü2e, koche (imp. ), 51, to. Vgl. Krm. peüänd. pan^, fünf,						ocr_extracted	low	
416	lerch_glossary_p213_r0416:entry	213	pafidäs	pafidäs	raw_extraction	pafidas	Krm	see_reference	fünfzig. ruen’a, stellte hin; auch rona. ruen u teze, frische Butter (unge- salzene). ruün’u bye söl, gesalzene Butter. lad, Sohn, Knabe. Vgl. Krm. lau, lauk, läv, lö. läz, Seele, lapj'k, Handschuh. , der Hund Vgl. Krm. lapj'k. le§d, Leiche; s. Krm. Ieä.	fünfzig. ruen’a, stellte hin; auch rona. ruen u teze, frische Butter (unge- salzene). ruün’u bye söl, gesalzene Butter. lad, Sohn, Knabe. Vgl. Krm. lau, lauk, läv, lö. läz, Seele, lapj'k, Handschuh. , der Hund Vgl. Krm. lapj'k. le§d, Leiche; s. Krm. Ieä.	son	rule_guess_from_german	oğul	rule_guess_from_german		ocr_extracted	low	
417	lerch_glossary_p213_r0417:entry	213	ling	ling	raw_extraction	ling	ling	self	Bein. Vgl. Krm. ling.	Bein. Vgl. Krm. ling.						ocr_extracted	low	
418	lerch_glossary_p213_r0418:entry	213	lu	lu	raw_extraction	lû	lu	self	lyu, Fuchs, 83.« sq.	lyu, Fuchs, 83. « sq.	fox	rule_guess_from_german	tilki	rule_guess_from_german		ocr_extracted	low	
419	lerch_glossary_p213_r0419:entry	213	lyuli	lyuli	raw_extraction	lyûli	lyuli	self	Flöte.	Flöte.						ocr_extracted	low	
420	lerch_glossary_p213_r0420:entry	213	pandasin	pandasin	raw_extraction	pandasin	pandasin	self	fünfzigste,	fünfzigste,						ocr_extracted	low	
421	lerch_glossary_p213_r0421:entry	213	pandes	pandes	raw_extraction	pandês	pandes	self	fünfzehn,	fünfzehn,						ocr_extracted	low	
422	lerch_glossary_p213_r0422:entry	213	pandesfn	pandesfn	raw_extraction	pandêsfn	pandesfn	self	fünfzehnte,	fünfzehnte,						ocr_extracted	low	
423	lerch_glossary_p213_r0423:entry	213	paridin	paridin	raw_extraction	paridin	paridin	self	fünfte,	fünfte,						ocr_extracted	low	
424	lerch_glossary_p213_r0424:entry	213	pat	pat	raw_extraction	pat	pat	self	Jacke,	Jacke,						ocr_extracted	low	
425	lerch_glossary_p213_r0425:entry	213	paşt	paşt	raw_extraction	past	paşt	existing_parent	Schulter	Schulter	back; rear	manual_override	sırt, arka	manual_override	paşt	headword_parented	medium	
426	lerch_glossary_p213_r0426:entry	213	päsnä	päsnä	raw_extraction	pasna	pasna	existing_parent	Ferse. Vgl. altb: pashna (Sp.	Ferse. Vgl. altb: pashna (Sp.	heel	matched_dezd_headword	topuk	matched_dezd_headword	pasna	headword_parented	medium	
427	lerch_glossary_p213_r0427:entry	213	Avesta	Avesta	raw_extraction	Avêsta	Avesta	existing_parent	Uebers. I, 152, Anm. 2); npers: <UiL.	Uebers. I, 152, Anm. 2); npers: <UiL.	zoroastrian scriptures	matched_dezd_headword	Zerdüştlüğün kutsal kitabı	matched_dezd_headword	Avesta	headword_parented	medium	
