row_id	entry_id	source_page	entry_lerch	entry_modern_zazaki_guess	parent_headword	definition_de	definition_en	definition_tr	entry_review_status	conversion_confidence	conversion_notes
543	lerch_glossary_p217_r0543:entry	217	fll	fll		Elephant: s. Krm. fll.			ocr_extracted	low	source row is still OCR-level
544	lerch_glossary_p217_r0544:entry	217	filfillk	filfillk		Schmetterling, filfilika §au, Nachtfalter.			ocr_extracted	low	source row is still OCR-level
545	lerch_glossary_p217_r0545:entry	217	vaüre	vawrê		Schnee. Vgl. Krm. berf.			ocr_extracted	low	source row is still OCR-level
546	lerch_glossary_p217_r0546:entry	217	va	va	vatene	s. väna, väda	to say; to tell; to speak	söylemek, demek	headword_parented	medium	
547	lerch_glossary_p217_r0547:entry	217	väda	vada	vatene	(ich) spreche, sage	to say; to tell; to speak	söylemek, demek	headword_parented	medium	
548	lerch_glossary_p218_r0548:entry	218	vdtiä	vdtya		abscheulich, 82.4.			ocr_extracted	low	source row is still OCR-level
549	lerch_glossary_p218_r0549:entry	218	va$	va$	vaş	Gras. vddi beng = Krm. dari beng, Terpentiubaum.	grass, weed	ot	headword_parented	medium	
550	lerch_glossary_p218_r0550:entry	218	vaz (Lina	vaz (Lina		(ich) laufe. Vgl. Krm. baz, bezfa. vaz da, lief, 72.7.			ocr_extracted	low	source row is still OCR-level
551	lerch_glossary_p218_r0551:entry	218	vard	vard		I) Lamm. Vgl. Krm. berli. vard. 2) s. vardn.			ocr_extracted	low	source row is still OCR-level
552	lerch_glossary_p218_r0552:entry	218	vardn	vardn		Kegen. vardn vard, es regnete. Vgl. Krm. bardn. varük = vard.			ocr_extracted	low	source row is still OCR-level
553	lerch_glossary_p218_r0553:entry	218	ve ken’a	vê kêna		(ich) berühre (?), thue an	to touch / put onto	dokunmak / üzerine koymak	qa_reviewed	high	
554	lerch_glossary_p218_r0554:entry	218	veng	vêng	veng	Stimme, Laut, Schrei, vetig ddna, (ich) schreie, rufe, veng kün’a, (ich) gebe einen Laut von mir. venge )föe inekiri, gebet kei- nen Laut von Euch, 50. s.	Sound, Audio, Voice	ses	headword_parented	medium	
555	lerch_glossary_p218_r0555:entry	218	veden'a	vêdêna		(ich) gehe aus, heraus, ve da, ging aus.			ocr_extracted	low	source row is still OCR-level
556	lerch_glossary_p218_r0556:entry	218	vesün’a	vêsüna		brenne(inlr.); s. vesnün’a. veSa, brannte.			ocr_extracted	low	source row is still OCR-level
557	lerch_glossary_p218_r0557:entry	218	veünün’a	vêwnüna		(ich) brenne nieder, vcsud, brannte nieder, veäni , brennet nieder (imp.), 68.8.			ocr_extracted	low	source row is still OCR-level
558	lerch_glossary_p218_r0558:entry	218	vgt	vgt		weg, aus , zeinddna vet ard, führte aus dem Gefängnisse, 56. n.			ocr_extracted	low	source row is still OCR-level
559	lerch_glossary_p218_r0559:entry	218	ver	vêr	ver	Potipos. gegen, zu, nach, aus; s. vera. kaut ver, folgte, 70.8.		1) ön 2) dolayı, yüzünden 3) karşı	headword_parented	medium	
560	lerch_glossary_p218_r0560:entry	218	ver ken’a	vêr kêna		(ich) bereite. ver ke, bereite, 5l.to; 52.«.			ocr_extracted	low	source row is still OCR-level
561	lerch_glossary_p218_r0561:entry	218	vera	vêra	vera	aus, heraus, entgegen, geraüte vera , nahm heraus 64.». ez vlst nierdumi tüe yau mer- dümi jföe verakiäün’a, zwan- zig der Deinigen tödte ich gegen einen der (Kernigen, 66,10-it.	against, toward, contrary to, compared with, versus, for	karşı, karşısında, önüne, öne doğru, yerine	headword_parented	medium	
562	lerch_glossary_p218_r0562:entry	218	vera ddna	vêra ddna		s. verddna.			ocr_extracted	low	source row is still OCR-level
563	lerch_glossary_p218_r0563:entry	218	veri	vêri	vêr, veri	erst, zuerst. ez tüe veri eixöe kiäün’a, ich tödte dich selbst zuerst, 64.7. veri doan, einst, 65.».		ön, önü (bükümlü hali)	headword_parented	medium	
564	lerch_glossary_p218_r0564:entry	218	verg	vêrg	verg	Wolf. Vgl. altb; vöhrka (vahrka), vb- rbka; cf. PZ.	wolf	kurt	headword_parented	medium	
565	lerch_glossary_p218_r0565:entry	218	IV	İV		24; Pott Zählmethode , 127. Anm.; Hofers Zeitscbr. I, 137-39; Förstemau n, in Kuhns Zeitschr. I, 494; Bopp. Vgl. Gr. NA. S. 3. S. Krm. gur.			ocr_extracted	low	source row is still OCR-level
566	lerch_glossary_p218_r0566:entry	218	veryün’e	vêryünê		erste			ocr_extracted	low	source row is still OCR-level
567	lerch_glossary_p218_r0567:entry	218	verddni	vêrddni		s. verddna.			ocr_extracted	low	source row is still OCR-level
568	lerch_glossary_p218_r0568:entry	218	verde	vêrdê	verde	s. verddna.	before	evvel	headword_parented	medium	
569	lerch_glossary_p218_r0569:entry	218	verde	vêrdê	verde	vor. tj verde, vor dir. velk = verg.	before	evvel	headword_parented	medium	
570	lerch_glossary_p219_r0570:entry	219	velgö	vêlgo		Blätter, Laub. G: belk foglia ; B. III: 63: varak feuille. Vgl. npers: kälL; cf. 1*Z. III, 45. veih = verig.			ocr_extracted	low	source row is still OCR-level
571	lerch_glossary_p219_r0571:entry	219	venert	vênêrt	vındetene	stand, sass, blieb	stood / sat / remained	durdu / kaldı	qa_reviewed	high	
572	lerch_glossary_p219_r0572:entry	219	verdana	vêrdana		(ich) werfe weg, lasse los, verschone, vera däna, (ich) verschone, ver dä, warf weg, 72.«. verddnl, du bissest, 55.». v6ra medi , verschonet eicht, 75.9.			ocr_extracted	low	source row is still OCR-level
573	lerch_glossary_p219_r0573:entry	219	wa	wa		er, sie.			ocr_extracted	low	source row is still OCR-level
574	lerch_glossary_p219_r0574:entry	219	wai	way		Schwester.			ocr_extracted	low	source row is still OCR-level
575	lerch_glossary_p219_r0575:entry	219	waiät	wayat		wünschte; s. wazdn’a.			ocr_extracted	low	source row is still OCR-level
576	lerch_glossary_p219_r0576:entry	219	waift	wayft		(ar. tUj), Zeit.			ocr_extracted	low	source row is still OCR-level
577	lerch_glossary_p219_r0577:entry	219	wade	wadê		(türk.o^jl), Zimmer, 62.2. waät = waiät.			ocr_extracted	low	source row is still OCR-level
578	lerch_glossary_p219_r0578:entry	219	wazdn'a	wazdna		(ich) wünsche, will, freie. waiSt, wa$t, wünschte, freite. Vgl. Krm. xöast. verd dai, liess los, 84.2. vera nedäna , ich verschone nicht, 70.11-12. me verdi , verschonet nicht, 69.4.			ocr_extracted	low	source row is still OCR-level
579	lerch_glossary_p219_r0579:entry	219	vidn’a	vidna		(ich) sehe; s. aunön’a. aünd, sah. vi6n’e, komme; s. yön’a.			ocr_extracted	low	source row is still OCR-level
580	lerch_glossary_p219_r0580:entry	219	vindßn’a	vindßna		(ich) bleibe, s. venden’a. vjndd, bleibe stehen, 57.6. äqjli vinde, bleibe vernünftig, 86.7. nevinddn’i, bleiben nicht, 67. io. vinert = venert.			ocr_extracted	low	source row is still OCR-level
581	lerch_glossary_p219_r0581:entry	219	vlst. zwanzig	vlst. zwanzig					ocr_extracted	low	source row is still OCR-level
582	lerch_glossary_p219_r0582:entry	219	vlstin	vlstin		zwanzigste,			ocr_extracted	low	source row is still OCR-level
583	lerch_glossary_p219_r0583:entry	219	vizyfri	vizyfri		gestern Abend. Vgl. oss: izar Abtnd (R.)			ocr_extracted	low	source row is still OCR-level
584	lerch_glossary_p219_r0584:entry	219	vil’e = Krm.gulilik	vilê = Krm.gûlilik		Blümchen,			ocr_extracted	low	source row is still OCR-level; multiword or collapsed row
585	lerch_glossary_p219_r0585:entry	219	vydn’a = vidn’a	vydna = vidna		s. y6n'a. vydne = vidn’e, komm, 74. io. way6r, Herr. mäle yöe bye way6r ndkeri, (dass) sie ihre Habe nicht ohne Herr (Schutz) lassen, 72.11-12. tau tüeri wdyerei iiekdn’u, Keiner übt über dich Herr- schaft, 53.11.			ocr_extracted	low	source row is still OCR-level; multiword or collapsed row
586	lerch_glossary_p219_r0586:entry	219	waddre	waddrê		s. weddri.			ocr_extracted	low	source row is still OCR-level
587	lerch_glossary_p220_r0587:entry	220	war	war		Winterlager, 60.12-13.			ocr_extracted	low	source row is still OCR-level
588	lerch_glossary_p220_r0588:entry	220	warezä	warêza		Neffe, Schwestersohn. Vgl. Krm. xoärz. ward6n’a = warzdn’a.			ocr_extracted	low	source row is still OCR-level
589	lerch_glossary_p220_r0589:entry	220	warzdn’a	warzdna		(ich) erhebe mich, stehe auf. wärzi, stehet auf. weriät, erhob sich, stand auf. S. warden’a, werddn’a. we = wa.			ocr_extracted	low	source row is still OCR-level
590	lerch_glossary_p220_r0590:entry	220	wend	wênd	wendene , wantene	las. Vgl. Krm. yo6nd.	1) read 2) go to school, to study 3) to sing	1) okumak 2) okula gitmek 3) şarkısöylemek	headword_parented	medium	
591	lerch_glossary_p220_r0591:entry	220	weye kdn’a	wêyê kdna		jage weg. weta = vet.			ocr_extracted	low	source row is still OCR-level
592	lerch_glossary_p220_r0592:entry	220	weddri	wêddri		bestattet. meitani me wadere taüde me — w tinu, ich habe Niemanden, v 1 um meine Leichen zu be- statten, 79.3-6. weddrti, bestatteten, 65.7.			ocr_extracted	low	source row is still OCR-level
593	lerch_glossary_p220_r0593:entry	220	weä	wêa		gut, gesund, 81.3. Vgl. Krm. xo§. weäi kdn’a, (ich) versöhne, ma pya weäi ke, versöhne uns mit einander, 70.6.			ocr_extracted	low	source row is still OCR-level
594	lerch_glossary_p220_r0594:entry	220	Weäin	Wêayn		Ortsname.			ocr_extracted	low	source row is still OCR-level
595	lerch_glossary_p220_r0595:entry	220	Wesmdn	Wêsmdn		Eigenname,			ocr_extracted	low	source row is still OCR-level
596	lerch_glossary_p220_r0596:entry	220	weränd	wêrand		dest äjmäyöri yöe werdnd, nahm sein Schwert in die Hand, 72.t.			ocr_extracted	low	source row is still OCR-level
597	lerch_glossary_p220_r0597:entry	220	weriät	wêryat		stand auf. weriät be espär, sassauf, setzte sich zu Pferde, machte sich zu Pferde auf. werddn’a = warzdn’a. wirdi, standen auf, 62.ii.			ocr_extracted	low	source row is still OCR-level
598	lerch_glossary_p220_r0598:entry	220	welra	wêlra		dort.			ocr_extracted	low	source row is still OCR-level
599	lerch_glossary_p220_r0599:entry	220	wdn’iäi	wdnyay		geht entgegen, 84.1».			ocr_extracted	low	source row is still OCR-level
600	lerch_glossary_p220_r0600:entry	220	widd	widd		wid&ra, sogleich, 66. e.			ocr_extracted	low	source row is still OCR-level
