lemma_key	status	token_count	text_count	text_counts	lemma_hints	zazaki_variants	lerch_variants	context_gloss_hints	glossary_entries	glossary_match_sources	example_ref	example_token_zazaki	example_token_lerch	example_line_zazaki	example_line_lerch
agerai	review_candidate	2	2	degirmenci-ve-tilki:1; kauge-nyerib-u-sivani:1	agerai	agêray; ağêray	āgeraí; aγeraí,	returned			degirmenci-ve-tilki:mf04_l06:8	agêray	āgeraí	enoê paşa nyû, qamêk va: enoê arêwangçiyû. Lwê agêray cigêray,	ḗ̱n’oe pašá ńu, qāmek vā: ḗ̱n’oe ārewāṅt̮íyu. Lúe āgeraí d̮igeraí,
akerd	review_candidate	4	2	uc-kardes-masali:3; kauge-nyerib-u-sivani:1	akerd	akêrd; akerd	ākérd,; āké̱rd,; aké̱rd,; akērd,	opened			kauge-nyerib-u-sivani:s01_l03:3	akêrd	ākérd,	Mêla A'hmêdi Qafan akêrd, pûrti Mêla A'hmêdi Qafan gêrawt	Mél’a Ah̔médi Qafán ākérd, púrti Mél’a Ah̔médi Qafán geraút
alah	review_candidate	5	4	uc-kardes-masali:2; ali-agha-ladi-kelhani:1; degirmenci-ve-tilki:1; kauge-nyerib-u-sivani:1	alah	Alah	Aláh	God			ali-agha-ladi-kelhani:a03_l13:0	Alah	Aláh	Alah izmê mê bıdû, ez twê veri êyxoê kışêna. 'Hal şi kê A'hmêdi	Aláh ī́zme me bi̥dú, e̱z túe vé̱ri eiχóe ki̥šén’a. Hʿāl ši ke Ah̔médi
ameia	review_candidate	6	3	kauge-nyerib-u-sivani:3; kauge-nyerib-u-hyeni:2; degirmenci-ve-tilki:1	ameia	amêya	āmeía; āmeía.]; āmeía:; āmeía.; ameía	I came; came			degirmenci-ve-tilki:mf03_l04:7	amêya	āmeía.]	erzê xoê mê wica ver daw, ez amêya Paşay Mısri va kê: êspar	é̱rz’e χóe me wíd̮a ve̱r daú, e̱z āmeía.] Pašaí Mí̥sri vā ke: espā́r
aqil	review_candidate	3	2	degirmenci-ve-tilki:2; ali-agha-ladi-kelhani:1	aqil	aqıl	āqí̥l; áqi̥l	sense; reason			ali-agha-ladi-kelhani:a03_l02:7	aqıl	áqi̥l	ma mebêrê, tê xaini, bawki mê serêdê aqıl çinyû, rocêy ramazanyû,	mā mé̱bere, te χa’íni, baúki me sé̱rede áqi̥l t̮íńu, rṓd̮ei ramazányu,
arde	review_candidate	2	2	degirmenci-ve-tilki:1; goin-puhu-kusunun-hikayesi:1	arde	ardê	ā́rde,; ā́rde.	brought; flour			degirmenci-ve-tilki:mf05_l05:0	ardê	ā́rde,	ardê, day arêwangçi; arêwangçi werişt, şi dêsmaç, şi pêy sara, dês-	ā́rde, dai ārewāṅt̮í; ārewāṅt̮í we̱ríšt, ši desmāt̮, ši pei sára, des-
asireta	review_candidate	3	1	gespraech-mit-hassan:3	asireta	aşirêta	ašíreta	tribe			gespraech-mit-hassan:h01_l05:2	aşirêta	ašíreta	Çendê dewi aşirêta şüma esti?	T̮é̱nde dé̱wi ašíreta šṳ́ma é̱sti?
auke	review_candidate	4	1	degirmenci-ve-tilki:4	auke	awkê; awkêra	aúke; aúkera	water; ABL			degirmenci-ve-tilki:mf03_l03:5	awkêra	aúkera	lingê, mê enoê dest tepişt awkêra vecyaya tebêr, çêmçêqû paşa	líṅge, me ḗ̱n’oe de̱st te̱píšt aúkera ve̱d̮iáya te̱bér, t̮emt̮equ pašá
auna	review_candidate	7	3	uc-kardes-masali:5; ali-agha-ladi-kelhani:1; kauge-nyerib-u-sivani:1	auna	awnya; awna	auńā́; auńā́; auná; aunā́; auńá,	saw			ali-agha-ladi-kelhani:a03_l14:2	awnya	auńā́	bıkşû. A'hmêd awnya dyêsi wedi, yaw şıbakê 'ha dyêsê wedidê, desti	bi̥kšú. Ah̔méd auńā́ d́ési we̱dí, yau ši̥bā́ke h̔ā d́ése wé̱dide, dé̱sti
aunai	review_candidate	6	3	kauge-nyerib-u-hyeni:3; uc-kardes-masali:2; degirmenci-ve-tilki:1	aunai	awnyay; awnay	auńaí; aunái	saw			degirmenci-ve-tilki:mf02_l01:2	awnyay	auńaí	newêtê paûtê, awnyay kê myanê şawê yaw lûê amêy zerê, şyê mê-	né̱wete pa’úte, auńaí ke myā́ne šaú’e yau lú’e āmeí zé̱re, šíe me-
bagte	review_candidate	3	1	gespraech-mit-hassan:3	bagte	Bağçê; bağçê	Bāγt̮e; bāγt̮e	garden			gespraech-mit-hassan:h02_l08:0	Bağçê	Bāγt̮e	Bağçê tû estû?	Bāγt̮e tu é̱stu?
ban	review_candidate	2	2	gespraech-mit-hassan:1; uc-kardes-masali:1	ban	bang; ban	bāṅ; bán	house; Saban			gespraech-mit-hassan:h02_l15:1	bang	bāṅ	yaw bang estû, wade çinyû.	yau bāṅ é̱stu, wadé̱ t̮íńu.
bani	review_candidate	6	2	gespraech-mit-hassan:5; kauge-nyerib-u-sivani:1	bani	bani; banidê	bā́ni; bā́nide	houses; LOC; house			gespraech-mit-hassan:h02_l06:1	bani	bā́ni	Çendê bani dawe Kasan esti?	T̮é̱nde bā́ni daúe̱ Kasán é̱sti?
basi	review_candidate	4	1	uc-kardes-masali:4	basi	başira; başi	baší; bašíra; bašīra:	captain; RECIP			uc-kardes-masali:tb08_l09:7	başira	bašíra	ban 'hêmamra vet gêrawt berd têslimê qabas başira va kê: enoê	bán h̔emā́mra ve̱t geraút be̱rd teslī́me qabā́s bašíra vā ke: ḗ̱n’oe
bedu	review_candidate	2	2	degirmenci-ve-tilki:1; kauge-nyerib-u-sivani:1	bedu	bêdû	bedú.; bedú,	may be			degirmenci-ve-tilki:mf04_l05:1	bêdû	bedú.	sêlam bêdû. Eskêri qamêk va: enoê delû, enoê dêlû; qamêk va:	selám bedú. E̱skéri qā́mek vā: ḗ̱n’oe dé̱lu, ḗ̱n’oe délu; qā́mek vā:
beg	review_candidate	7	2	kauge-nyerib-u-hyeni:6; gespraech-mit-hassan:1	beg	beg; Beg	be̱g; Be̱g	Beg, title; Beg			gespraech-mit-hassan:h02_l01:1	Beg	Be̱g	Ali Beg sıpyerdışû dawê Aldûni estû.	Áli Be̱g si̥pye̱rdí̥šu daúe Aldū́ni é̱stu.
begi	review_candidate	37	2	kauge-nyerib-u-hyeni:34; gespraech-mit-hassan:3	begi	begi; begiri; begira	bé̱gi; bé̱giri; bé̱gi,; bé̱gi; bé̱gi.; bé̱gí; bé̱gira; bé̱gira.	Beg, title; Beg; GOAL/RECIP; ABL/SOURCE			gespraech-mit-hassan:h03_l10:9	begi	bé̱gi	di, ez şya kawğei Nyêribi û 'Hyêni, kawğei E'hmêd begi û Sivani	dī, e̱z šía kauγé̱’i Ńeríbi u Hʿyẹ̄́ni, kauγé̱’i E̱h̔méd bé̱gi u Sivā́ni
bera	review_candidate	5	2	uc-kardes-masali:4; kauge-nyerib-u-sivani:1	bera	bêra	berá; berá; berā́; berá,	brother; here			kauge-nyerib-u-sivani:s01_l10:1	bêra	berá	bıkêra, bêra twê ez dyang, lakimkê ez ha bêna, zor bêna. Laci	bi̥kéra, berá túe e̱z diā́ṅ, lakímke e̱z hā bén’a, zōr bén’a. Lā́d̮i
berar	review_candidate	3	1	uc-kardes-masali:3	berar	bêrar	berár; berār	brothers			uc-kardes-masali:tb01_l03:8	bêrar	berár	çi nebê, hiryê vayştûri xoê bi. 'Hasanêk va bêrar yêni: warzi, ma	t̮í né̱be, hī́rye vaíšturi χóe bī. Hʿasanék vā berár yéni: wárzi, mā
bersaue	review_candidate	2	2	kauge-nyerib-u-hyeni:1; uc-kardes-masali:1	bersaue	berşawê	bē̱ršaúe; bē̱ršaúe,	send word; send			kauge-nyerib-u-hyeni:h02_l09:9	berşawê	bē̱ršaúe	kişênû. Yê merdümi va kê Xalef ağayra: ağa, 'haberê berşawê	kišén’u. Ye me̱rdṳ́mi vā ke Χalé̱f aγáira: aγá, h̔abé̱re bē̱ršaúe
beru	review_candidate	2	2	ali-agha-ladi-kelhani:1; kauge-nyerib-u-sivani:1	beru	bêru; bêrû	béru; bér’u.	may come; carried off			ali-agha-ladi-kelhani:a01_l09:9	bêru	béru	şawê venga êskêrê xoê di, eskêri dawang wa pyêrû bêrû pyêser,	šaú’e vé̱ṅga eskére χóe di, e̱skéri daú’āṅ wa pyéru béru pyesé̱r,
besta	review_candidate	2	2	kauge-nyerib-u-hyeni:1; kauge-nyerib-u-sivani:1	besta	bêsta	bésta; bestā́.	prepared			kauge-nyerib-u-hyeni:h08_l05:7	bêsta	bésta	awnyay kê eskêri Daqma begi pyêrû tabûrê bêsta pêy rezandê.	auńaí ke e̱skéri Dáqma bé̱gi pyéru tā́bure bésta pei re̱zā́nde.
bi	review_candidate	72	6	kauge-nyerib-u-hyeni:22; uc-kardes-masali:15; ali-agha-ladi-kelhani:13; kauge-nyerib-u-sivani:11; degirmenci-ve-tilki:7; goin-puhu-kusunun-hikayesi:4	bi-; bi	bi; bıdê; bıki; bıkşi; bıkêri; byari; bıgê; bıgi	bi̥dé,; bi; bi̥kí,; bi̥dé; bi̥kší.; bíeri; bī; bi̥ké.	CONJ/FUT; give; bring; was; kill; to; fight/do; do/fight			ali-agha-ladi-kelhani:a01_l08:2	byari	biā́ri	Ali ağay byari daw. Qasim ağa va kê: ma Ali ağay bê'hapêyni, ma	Áli aγaí biā́ri dau. Qasím aγá vā ke: mā Áli aγaí beh̔apeíni, mā
bia	review_candidate	4	1	gespraech-mit-hassan:4	bia	bya	bía;; bía,; bía.	was			gespraech-mit-hassan:h03_l11:2	bya	bía;	ez tedê bya; kawğei Sivani û Avdûla begi mê di, ez tedê bya;	e̱z té̱de bía; kauγé̱’i Sivā́ni u Avdúla bé̱gi me dī, e̱z té̱de bía;
biaru	review_candidate	5	1	uc-kardes-masali:5	biaru	byarû	biáru.	bring			uc-kardes-masali:tb03_l11:2	byarû	biáru.	ena pilaw byarû. 'Hasanêk da kağit dênyay dyewi. Cênyay dyewi ka-	ḗ̱n’a pilaú biáru. H̔asanék dā kaγít déniai d́é̱wi. D̮éniai d́é̱wi ka-
bikeru	review_candidate	3	2	uc-kardes-masali:2; goin-puhu-kusunun-hikayesi:1	bikeru	bıkêrû; bikêrû	bi̥kéru.; bikeru.; bi̥kéru,	do; make			goin-puhu-kusunun-hikayesi:g04_l02:7	bıkêrû	bi̥kéru.	cêynêki qafêlya, cêyni têrsayê, 'hêni nyawtaray veng bıkêrû.	d̮éineki qáfelya, d̮éini tersáye, h̔én’i ńaútarai ve̱ṅg bi̥kéru.
birna	review_candidate	3	1	uc-kardes-masali:3	birna	bırna	bi̥rná,; bi̥rnā́,	cut			uc-kardes-masali:tb03_l14:10	bırna	bi̥rnā́,	kû, sêba ena pilaw byarû. Cênyay dyewi gay bwêr serê bırna, goşti	ku, sebā́ ḗ̱n’a pilaú biáru. D̮éniai d́é̱wi gai búer sé̱re bi̥rnā́, gṓšti
birne	review_candidate	3	1	uc-kardes-masali:3	birne	bırnê	bí̥rne,; bí̥rné,	slaughter			uc-kardes-masali:tb04_l07:0	bırnê	bí̥rne,	bırnê, goşti 'Hasanêki miri pilaw ver kê, berşaw miri. 'Hasanêki	bí̥rne, gṓšti H̔asanéki míri pilaú ve̱r ke, bḗ̱ršau míri. H̔asanéki
bu	review_candidate	6	2	uc-kardes-masali:4; goin-puhu-kusunun-hikayesi:2	bu	bû	bu,; bu.; bū.; bú.	be			goin-puhu-kusunun-hikayesi:g02_l09:6	bû	bu,	Bawki kêynêkê xoêra va kê: 'hêyr bû, senyê bêray twê kişênû?	Baúki keíneke χóera vā ke: h̔eir bu, sḗ̱n’ie berāí túe kīšén’u?
bueri	review_candidate	3	1	uc-kardes-masali:3	bueri	bwêri	búeri	brown			uc-kardes-masali:tb03_l09:9	bwêri	búeri	noşt, ekê enoê merdüm enoê kağit anû kêyê, gay bwêri pilaw	no̤št, é̱ke ḗ̱n’oe me̱rdṳ́m ḗ̱n’oe kaγít ā́nu keíye, gai búeri pilaú
byu	review_candidate	2	2	degirmenci-ve-tilki:1; kauge-nyerib-u-hyeni:1	byu	byû	byu,; byu	became; were			degirmenci-ve-tilki:mf05_l08:9	byû	byu,	rira va kê: çêmçaqû paşa şû dêsmaç, nyêzana se byû, gnaw erû,	rira vā ke: t̮emt̮aqú pašá šu desmāt̮, ńézāna se̱ byu, gnau é̱ru,
daiki	review_candidate	2	2	degirmenci-ve-tilki:1; uc-kardes-masali:1	daiki	Cayki	D̮aíki; D̮aíkí	once; once upon a time			degirmenci-ve-tilki:mf01_l01:0	Cayki	D̮aíki	Cayki bi çi nyêbi, yaw Alah bê, yaw arêwangçi bê. Ariş tê'h-	D̮aíki bī t̮i ńébī, yau Aláh bẹ̄, yau ārewāṅt̮í bẹ̄. Āríš tēh̔-
dari	review_candidate	2	2	ali-agha-ladi-kelhani:1; gespraech-mit-hassan:1	dari	dari	dari.; dā́ri?	take out; trees			ali-agha-ladi-kelhani:a04_l11:0	dari	dari.	dari. Mêla Qasim werişt Dêsmûnira, Mêmêd ağa werişt Ğêytêra,	dari. Mél’a Qasím we̱ríšt Desmúnira, Meméd aγá we̱ríšt Γeítera,
daue	review_candidate	3	3	ali-agha-ladi-kelhani:1; gespraech-mit-hassan:1; kauge-nyerib-u-sivani:1	daue	dawê; dawe	daú’e,; daúe̱; dau’e	attack; of village; village			ali-agha-ladi-kelhani:a02_l04:8	dawê	daú’e,	ağa enyê wirdi şi, kêy Ali ağay ard dawê, çêhêr hemê lacana	aγá ḗ̱n’ie wírdi šī, kei Áli aγaí ārd daú’e, t̮ehér hé̱me lad̮ā́na
daw	review_candidate	8	3	ali-agha-ladi-kelhani:3; kauge-nyerib-u-sivani:3; gespraech-mit-hassan:2	daw	dawani; dawang; dawê; dawana	dauā́ni; daú’āṅ; daúe; dauwā́na	village; PL; EZ/OBL; EZ/GEN; OBL/GOAL			ali-agha-ladi-kelhani:a01_l02:6	dawang	daú’āṅ	Ali ağay Narbyêş. Ali ağa çêhêr dawang da pyêrû, hiris û çêhêr	Áli aγaí Nārbyẹ̄́š. Áli aγá t̮ehér daú’āṅ dā pyérū, híris u t̮ehér
de	review_candidate	12	4	uc-kardes-masali:7; degirmenci-ve-tilki:2; goin-puhu-kusunun-hikayesi:2; ali-agha-ladi-kelhani:1	de	dê; cê; dye	de,; de; d̮e.; de.; d̮é-; dé; d́é̱-; dé,	in; to him			ali-agha-ladi-kelhani:a03_l06:5	cê	d̮e.	kişêni. 'Hali xancêray A'hmêdi nyêday cê. 'Hal şê tebêr, eskêri	kišén’i. Hʿāli χand̮érai Ah̔médi ńédai d̮e. Hʿāl šẹ̄ te̱bér, e̱skéri
dei	review_candidate	3	3	degirmenci-ve-tilki:1; goin-puhu-kusunun-hikayesi:1; kauge-nyerib-u-hyeni:1	dei	cêy; cey	d̮ei; d̮e̱i	place; that; him			degirmenci-ve-tilki:mf04_l10:10	cey	d̮e̱i	nyinyû enêy serê. Paşay Mısri va kê: beri wade cay cey ra ki, we	ńíńu ḗ̱n’ei sé̱re. Pašai Mí̥sri vā ke: bé̱ri wadé̱ d̮ai d̮e̱i rā ki, we̱
deni	review_candidate	5	1	goin-puhu-kusunun-hikayesi:5	deni	cêni; cênira; Cêni	d̮éni; d̮énira; D̮éni; d̮énira,	woman; RECIP			goin-puhu-kusunun-hikayesi:g01_l02:8	cêni	d̮éni	têra bi. Cênyay merd, pêynıdê myêrdê şê yawna cêni ardê. Dı	terá bī. D̮éniai me̱rd, peíni̥de myérde šẹ̄ yaúna d̮éni ā́rde. Di̥
deniai	review_candidate	23	3	uc-kardes-masali:14; goin-puhu-kusunun-hikayesi:8; kauge-nyerib-u-hyeni:1	deniai	cênyay; Cênyay; dênyay	d̮éniai; D̮éniai; d̮éniai; D̮éniai; d̮éniāi; déniai	woman; wife			goin-puhu-kusunun-hikayesi:g01_l01:4	cênyay	d̮éniai	Zêmanê veryê yaw mırdaw cênyay xoê bi, yaw kêynaw yaw lac	Zemā́ne ve̱ríe yau mí̥rdau d̮éniai χóe bī, yau keínau yau lād̮
desmat	review_candidate	6	3	degirmenci-ve-tilki:4; goin-puhu-kusunun-hikayesi:1; uc-kardes-masali:1	desmat	dêsmaç	desmā́t̮; desmāt̮,; desmāt̮.; desmā́t̮	ablution			degirmenci-ve-tilki:mf05_l03:2	dêsmaç	desmā́t̮	nê, şwê, dêsmaç bigi, byê zerê, nêmac bıkê. Arêwangçi va kê	ne, šúe, desmā́t̮ bigí, bye zé̱re, nemā́d̮ bi̥ké. Ārewāṅt̮í vā ke
destru	review_candidate	2	2	kauge-nyerib-u-hyeni:1; kauge-nyerib-u-sivani:1	destru	destrû	dé̱stru.; dé̱stru,	hand			kauge-nyerib-u-hyeni:h09_l09:1	destrû	dé̱stru.	begi destrû. Xalef ağay dı sêy myêşna day Daqma begiri. Daqma	bé̱gi dé̱stru. Χalé̱f aγái di̥ sei myéšna dai Dáqma bé̱giri. Dáqma
dian	review_candidate	2	2	kauge-nyerib-u-sivani:1; uc-kardes-masali:1	dian	dyang; dyan	diā́ṅ,; dían,	see.PST.PRF; saw			kauge-nyerib-u-sivani:s01_l10:4	dyang	diā́ṅ,	bıkêra, bêra twê ez dyang, lakimkê ez ha bêna, zor bêna. Laci	bi̥kéra, berá túe e̱z diā́ṅ, lakímke e̱z hā bén’a, zōr bén’a. Lā́d̮i
diari	review_candidate	3	2	kauge-nyerib-u-hyeni:2; kauge-nyerib-u-sivani:1	diari	dyari	diári; diā́ri; diā́ri	territory; district			kauge-nyerib-u-hyeni:h05_l02:0	dyari	diári	dyari 'Hyêni, awnyay kê: eskêri Daqma begi pyêrû 'ha rûnistê,	diári Hʿyẹ̄́ni, auńaí ke: e̱skéri Dáqma bé̱gi pyéru h̔ā rūníste,
dine	review_candidate	3	3	degirmenci-ve-tilki:1; kauge-nyerib-u-sivani:1; uc-kardes-masali:1	dine	cinê; dinê	d̮íne; d̮īne; dī́ne	herds; women			degirmenci-ve-tilki:mf03_l01:8	cinê	d̮íne	paşay bê, pyêrû la seri berd, ez twêri cinê pyêrû la seri berdi,	pašaí be, pyéru la sé̱ri be̱rd, e̱z túeri d̮íne pyéru la sé̱ri bé̱rdi,
dumilbazi	review_candidate	4	2	kauge-nyerib-u-sivani:3; kauge-nyerib-u-hyeni:1	dumilbazi	dümilbazi; dûmilbazi; Dûmilbazi	dṳ́milbā́zi; dúmilbā́zi; Dúmilbāzi	drum			kauge-nyerib-u-hyeni:h04_l11:5	dûmilbazi	dúmilbā́zi	Xalef ağa werişt bê êspar, dûmilbazi da püroê, kawt eskêri	Χalé̱f aγá we̱ríšt be espā́r, dúmilbā́zi dā pṳ́roe, kaut e̱skéri
eiste	review_candidate	2	2	goin-puhu-kusunun-hikayesi:1; uc-kardes-masali:1	eiste	êyştê	eíšte; eíšte	threw			goin-puhu-kusunun-hikayesi:g04_l04:5	êyştê	eíšte	nyay xoê têra kêrd, berdê, êyştê zêyndang. Way lacêki golikana	niai χóe terá kerd, bé̱rde, eíšte zeindā́ṅ. Wai lā́d̮eki gōlikā́na
eistu	review_candidate	5	1	goin-puhu-kusunun-hikayesi:5	eistu	êyştû	eíštu	threw			goin-puhu-kusunun-hikayesi:g02_l07:0	êyştû	eíštu	êyştû zêyndang. Sêbah wardêna, bawki xoêra vana: baw, mê em-	eíštu zeindā́ṅ. Sebáh wardén’a, bāúki χóera vā́na: bau, me é̱m-
eman	review_candidate	4	1	kauge-nyerib-u-hyeni:4	eman	eman	e̱mán; e̱mán,	mercy			kauge-nyerib-u-hyeni:h05_l14:5	eman	e̱mán	ağayra. Daqma begi va kê: eman êfêndim, ez kawğe nyêkêna,	aγáira. Dáqma bé̱gi vā ke: e̱mán eféndim, e̱z kauγé̱ ńekén’a,
emsoe	review_candidate	9	3	uc-kardes-masali:5; kauge-nyerib-u-hyeni:3; kauge-nyerib-u-sivani:1	emsoe	emşoê	é̱mšoe; ḗ̱mšoe; é̱mšoe	tonight			kauge-nyerib-u-hyeni:h04_l03:5	emşoê	é̱mšoe	Daqma begiri 'Hyênê va kê: emşoê mûqaytê xoê bê, ez	Dáqma bé̱giri Hʿyẹ̄́ne vā ke: é̱mšoe muqaíte χóe be, e̱z
enie	review_candidate	8	2	uc-kardes-masali:7; ali-agha-ladi-kelhani:1	enie	enyê; Enyê; ênyê; Ênyê	ḗ̱n’ie; ḗ̱n’ie; Ḗ̱n’ie; én’ie; Én’ie	these			ali-agha-ladi-kelhani:a02_l04:1	enyê	ḗ̱n’ie	ağa enyê wirdi şi, kêy Ali ağay ard dawê, çêhêr hemê lacana	aγá ḗ̱n’ie wírdi šī, kei Áli aγaí ārd daú’e, t̮ehér hé̱me lad̮ā́na
ersauut	review_candidate	3	1	kauge-nyerib-u-hyeni:3	ersauut	erşawût	e̱ršau’út	sent			kauge-nyerib-u-hyeni:h04_l07:2	erşawût	e̱ršau’út	pêye pyêrû erşawût pêy kûçan, êspar pyêrû erşawût pêy rezan.	peíye̱ pyéru e̱ršau’út pei kút̮ān, espā́r pyéru e̱ršau’út pei ré̱zān.
eru	review_candidate	4	2	degirmenci-ve-tilki:2; uc-kardes-masali:2	eru	erû	é̱ru,; é̱ru.	earth			degirmenci-ve-tilki:mf05_l07:6	erû	é̱ru,	lwê şi gêray, arêwangçi di, gnaw erû, merdû. Lwê amêy, paşay Mıs-	lúe ši geraí, ārewāṅt̮í dī, gnau é̱ru, mé̱rdu. Lúe āmeí, pašai Mí̥s-
esker	review_candidate	5	2	kauge-nyerib-u-hyeni:3; ali-agha-ladi-kelhani:2	esker	eskêr; Eskêr	e̱skér; e̱skér; E̱skér	army; soldier			ali-agha-ladi-kelhani:a02_l07:8	eskêr	e̱skér	Dewi pyêrû amêy pyêsêr, şawê werişti, çêhêr sêy eskêr vıcyay, amêy	Dé̱wi pyéru āmeí pyesér, šaú’e we̱ríšti, t̮ehér sei e̱skér vi̥d̮iai, āmeí
eskere	review_candidate	2	2	ali-agha-ladi-kelhani:1; kauge-nyerib-u-sivani:1	eskere	êskêrê; Eskêrê	eskére; E̱skére	army			ali-agha-ladi-kelhani:a01_l09:2	êskêrê	eskére	şawê venga êskêrê xoê di, eskêri dawang wa pyêrû bêrû pyêser,	šaú’e vé̱ṅga eskére χóe di, e̱skéri daú’āṅ wa pyéru béru pyesé̱r,
eskeri	review_candidate	68	4	kauge-nyerib-u-hyeni:38; kauge-nyerib-u-sivani:21; degirmenci-ve-tilki:5; ali-agha-ladi-kelhani:4	eskeri	eskêri; Eskêri; eskêrira; Êskêri	e̱skéri; E̱skéri; e̱skéri; E̱skéri; e̱skérira; E̱sḱéri; Ē̱skéri; Eskéri	army; soldiers; RECIP			ali-agha-ladi-kelhani:a01_l09:5	eskêri	e̱skéri	şawê venga êskêrê xoê di, eskêri dawang wa pyêrû bêrû pyêser,	šaú’e vé̱ṅga eskére χóe di, e̱skéri daú’āṅ wa pyéru béru pyesé̱r,
esta	review_candidate	3	1	uc-kardes-masali:3	esta	esta; êsta	é̱sta,; está	there is			uc-kardes-masali:tb02_l07:9	êsta	está	ma çi çikarêy, şûma namêy mê nêşnaûtû, ez kê êsta ez daw, ez	ma t̮í t̮ikareí, šúma nameí me nešna’útu, e̱z ke está e̱z dau, e̱z
etia	review_candidate	8	3	uc-kardes-masali:4; goin-puhu-kusunun-hikayesi:2; kauge-nyerib-u-hyeni:2	etia	etya; etyara	e̱tía; e̱tía; e̱tía.; e̱tia; e̱tíara	here; here (modern Zazaki: itiya); ABL			goin-puhu-kusunun-hikayesi:g02_l13:5	etya	e̱tía	'hêni twêri golêkangdê nyêşwêna, ez etya nyêvêndêna.	h̔én’i túeri gōlekā́ṅde ńešuén’a, e̱z e̱tía ńevendén’a.
gai	review_candidate	11	1	uc-kardes-masali:11	gai	gay	gai; gaí	ox			uc-kardes-masali:tb03_l09:8	gay	gai	noşt, ekê enoê merdüm enoê kağit anû kêyê, gay bwêri pilaw	no̤št, é̱ke ḗ̱n’oe me̱rdṳ́m ḗ̱n’oe kaγít ā́nu keíye, gai búeri pilaú
gale	review_candidate	3	1	uc-kardes-masali:3	gale	ğalê; Ğalê	γalé; Γalé				uc-kardes-masali:tb02_l05:3	ğalê	γalé	şüma qawi enoê ğalê mê çınêni, şüma çaw vengi xoê mekiri,	šṳ́ma qaúwi ḗ̱n’oe γalé me t̮i̥nén’i, šṳ́ma t̮au vḗ̱ngi χóe mé̱kiri,
garib	review_candidate	4	2	ali-agha-ladi-kelhani:3; kauge-nyerib-u-hyeni:1	γarib; garib	ğaribana; ğarib	γaribā́na; γarib	stranger; PL; EZ/OBL; outsider			ali-agha-ladi-kelhani:a04_l08:2	ğaribana	γaribā́na	hêyşt merdümi ğaribana pyêrû mêndi wadedê. Soba Mêlay Rêsa	heišt me̱rdṳ́mi γaribā́na pyéru méndi wáde̱de. So̤bá Mél’ai Resá
ge	review_candidate	5	4	kauge-nyerib-u-sivani:2; degirmenci-ve-tilki:1; goin-puhu-kusunun-hikayesi:1; uc-kardes-masali:1	ge	gê	ge-; ǵe,	put on; go; occasion-; took-; took			degirmenci-ve-tilki:mf03_l13:4	gê	ǵe,	enoê qati kincang pêra gê, ma şyêri paşadê Mısri 'hêt.	ḗ̱n’oe qáti kind̮áṅ perá ǵe, mā šyẹ̄́ri pašáde Mí̥sri h̔et.
gelanke	review_candidate	14	3	uc-kardes-masali:9; kauge-nyerib-u-sivani:4; ali-agha-ladi-kelhani:1	gelanke	gêlankê	gelā́ṅke; gelā́ṅke; gelāṅke; gelānke	occasion			ali-agha-ladi-kelhani:a03_l12:5	gêlankê	gelā́ṅke	şyêri, ez serêy twê ena gêlankê wêna. A'hmêdi veng da va kê:	šyẹ̄́ri, e̱z sé̱rei túe ḗ̱n’a gelā́ṅke wén’a. Ah̔médi ve̱ṅg dā vā ke:
geraute	review_candidate	4	3	uc-kardes-masali:2; ali-agha-ladi-kelhani:1; degirmenci-ve-tilki:1	geraute	gêrawtê	geraúte; geraúte; geraúte,	took			ali-agha-ladi-kelhani:a04_l01:9	gêrawtê	geraúte	xoê berd zerêy şibakê, yaw xancêri zerêy şıbakêdê di gêrawtê vera,	χóe be̱rd ze̱reí šibāke, yau χand̮éri ze̱reí ši̥bā́kede dī geraúte vé̱ra,
gizmkari	review_candidate	3	1	kauge-nyerib-u-hyeni:3	gizmkari	ğızmkari	γi̥zmkā́ri	servant			kauge-nyerib-u-hyeni:h01_l05:12	ğızmkari	γi̥zmkā́ri	kê: tı çi bêni etya cit kêni. Merdümi 'Hyênêyici va kê: ez ğızmkari	ke: ti̥ t̮i bén’i e̱tia d̮it kén’i. Me̱rdṳ́mi Hʿyẹ̄́neyid̮i vā ke: e̱z γi̥zmkā́ri
gna	review_candidate	3	3	ali-agha-ladi-kelhani:1; degirmenci-ve-tilki:1; uc-kardes-masali:1	gna	gna	gnā; gnā	struck; fell; this time			ali-agha-ladi-kelhani:a04_l03:7	gna	gnā	A'hmêdi Êysan kişt, 'Hasani Kalan kişt. Kalme gna A'hmêdi pêy	Ah̔médi Eisā́n kišt, Hʿasāni Kalā́n kišt. Kā́lme̱ gnā Ah̔médi pei
golekande	review_candidate	3	1	goin-puhu-kusunun-hikayesi:3	golekande	golêkangdê	gōlekā́ṅde,; gōlekā́ṅde; golekā́ṅde.	among the cattle			goin-puhu-kusunun-hikayesi:g02_l11:5	golêkangdê	gōlekā́ṅde,	zêyndang, ez 'ha warzêna, şwêna golêkangdê, yêrêy yêna kêyê,	zeindā́ṅ, e̱z h̔ā warzén’a, šuén’a gōlekā́ṅde, yérei yén’a keíye,
