priority	issues	entry_id	entry_display	entry_search	parent	parent_search	entry_type	entry_review_status	definition_en_review_status	definition_tr_source	definition_de	definition_en	definition_tr	raw_headword	source_page	source_row_idx	suggested_next_step
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0438:entry	pesiiig	pesiiig			word	ocr_extracted			Katze. Vgl. Krm. pcsik.			pesiiig	214	438	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0430:entry	peäeme	peaeme			word	ocr_extracted			Donnerstag. Vgl. Krm. peSembe.			peäeme	214	430	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0452:entry	pfru	pfru			word	ocr_extracted			viel. Vgl. Krm. pur.			pfru	214	452	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0444:entry	pif kdn’a	pif kdna			phrase	ocr_extracted			blase. Vgl. Krm. pif dekim.			pif kdn’a	214	444	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0453:entry	pilau	pilau			word	ocr_extracted			Pilav. Vgl. npers; _,*)!j>.			pilau	214	453	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0446:entry	pl	pl			word	ocr_extracted			Vater. Vgl. npers: jj .>.			pl	214	446	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0451:entry	plrikd	plrikd			word	ocr_extracted			Spinne,			plrikd	214	451	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0448:entry	plze	plze			word	ocr_extracted			Bauch. pize senik, Unterleib.			plze	214	448	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0447:entry	ptsi	ptsi			word	ocr_extracted			schlecht, abscheulich, 82.4.			ptsi	214	447	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0456:entry	pures neydn’u	pures neydnu			phrase	ocr_extracted			niest, 2,4«. puroe = pero. dümilbazi dai puroe, schlugen die Trommel, 68.3.			pures neydn’u	214	456	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0459:entry	pyeru	pyeru			word	ocr_extracted			1) viel, = ptru.			pyeru	214	459	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0460:entry	pyeru	pyeru			word	ocr_extracted			2) Bat. von pya; s. a. peira.			pyeru	214	460	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0458:entry	pyeser	pyeser			word	ocr_extracted			zusammen. amei pyeser, kamen zusam- men, 62.3.			pyeser	214	458	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0116:entry	qam	qam			word	ocr_extracted			welcher, wer, 59.8. pl. qänii. qäinek, derjenige welcher, wer nur, 73.13. qämek — qämek, qämuk — qäniuk, wer — wer, 75.4; 85 . 12-13 .			qam	202	116	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p201_r0112:entry	qandard	qandard			word	ocr_extracted			woher, 65.12.			qandard	201	112	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p201_r0113:entry	qandiiü	qandiiu			word	ocr_extracted			wohiu, an welchen Ort, 87. 1; s. qam. H. heist, acht, heistai, achtzig, heistayin, achtzigste, liciätes, achtzehn. heiStesfn, achtzehule. heistin, achte, henzär, tausend, herd, breit, hergu = hergu. hiris, dreissig. hirfne, dritte, hirue,...			qandiiü	201	113	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p201_r0111:entry	qanz	qanz			word	ocr_extracted			Gans. Vgl. Krm. qaz.			qanz	201	111	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p201_r0110:entry	qaüvi	qauvi			word	ocr_extracted			qaüwi, warum, 50.2, 55.9; 8!.u.			qaüvi	201	110	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0128:entry	qdfelna	qdfelna			word	ocr_extracted			geschlossen habend, 83.4.			qdfelna	202	128	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0117:entry	qdfelya	qdfelya			word	ocr_extracted			schloss sich, 82.9.			qdfelya	202	117	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0131:entry	qilrn	qilrn			word	ocr_extracted			kurz, qodt. kurz.			qilrn	202	131	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0129:entry	qirqiSün	qirqisun			word	ocr_extracted			Blei, Kugel; vgl. türk. ClAj}*- I			qirqiSün	202	129	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0130:entry	qjle	qjle			word	ocr_extracted			Flamme, 4.37.			qjle	202	130	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0132:entry	qund	qund			word	ocr_extracted			ein Vogel von ’/* ^uss Grösse. Sein Schrei hat iihle Bedeutung bei den Kurden, quze = türk.			qund	202	132	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0400:entry	ra kdn’a	ra kdna			phrase	ocr_extracted			(ich) mache Weg, d. i. geleite. ra kdrdi, geleitete, 85. io.			ra kdn’a	212	400	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0401:entry	ra kuen’a	ra kuena			phrase	ocr_extracted			lege mich nieder, ruhe, schlafe. ra kaüta, schlief, ra ki, (imp.) lege dich nieder, schlafe, 86.3. weraku, er möge ruhen, 86.4. raät, recht. Vgl. Krm. rast, ravdr, Weg. Vgl. Krm. re. rab, (ar. Herr. Vgl. Krui. zeinän 2). zemäne verie, in f...			ra kuen’a	212	401	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0489:entry	raangä	raanga			word	ocr_extracted			Ruh; s. Krm. mangd.			raangä	216	489	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0409:entry	ramai	ramai			word	ocr_extracted			ramia, lief, floh. Vgl. Krm. revid.			ramai	212	409	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0410:entry	reh	reh			word	ocr_extracted			Schenkel, resane. Strick. Vgl. Krm. weris. rez, Weingarten, Weinberg. Vgl. Krm. rezi tri. rind, schön, gut; s. Krm. rind. rim, Speer, Lanze; s. Krm. rim. ri, Barl. S. Krm. ri 2). rö, Bach. rönist, setzte sich, 63.2; s. ruen’a. Vgl. Krni. r...			reh	212	410	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0487:entry	rna	rna			word	ocr_extracted			wir.			rna	216	487	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0540:entry	rnyörde	rnyorde			word	ocr_extracted			Ehemann. Vgl. Krm. mer.			rnyörde	217	540	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0349:entry	Sahrestdn	sahrestdn			word	ocr_extracted			Stadt; vgl. npers			Sahrestdn	210	349	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0351:entry	Sanel märi	sanel mari			phrase	ocr_extracted			Regenwurm.			Sanel märi	210	351	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0347:entry	Sau	sau			word	ocr_extracted			Nacht. V'gl. Krm. Sev. Sau'e, Nachts, (52.6 sq. saüa ksl (= saue ke sl), ver- gangene Nacht.			Sau	210	347	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0374:entry	sav	sav			word	ocr_extracted			hart, fest (pers. «!-*-).			sav	211	374	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0348:entry	SaüSevüke	sausevuke			word	ocr_extracted			ein Vogel dessen Schrei: vei, vei.			SaüSevüke	210	348	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0357:entry	Sc	sc			word	ocr_extracted			ging, 54.10; s. suen’a.			Sc	210	357	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0360:entry	sebSkc	sebskc			word	ocr_extracted			Gitterfenster (arab. ±JLi «feuestrae reticulatac»), Git- terthür.			sebSkc	210	360	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0381:entry	seiie	seiie			word	ocr_extracted			welcher, e, es, 59.16.			seiie	211	381	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0359:entry	Seistiyin	seistiyin			word	ocr_extracted			scchszigste.			Seistiyin	210	359	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0358:entry	selsti	selsti			word	ocr_extracted			sechszig.			selsti	210	358	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0380:entry	sen’ie	senie			word	ocr_extracted			warum, 52.7.			sen’ie	211	380	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0383:entry	ser (postpos.)	ser postpos			phrase	ocr_extracted			gegeu, zu.			ser (postpos.)	211	383	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0388:entry	serkalü	serkalu			word	ocr_extracted			Pfeifenrohr.			serkalü	211	388	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0355:entry	SeSln	sesln			word	ocr_extracted			sechste.			SeSln	210	355	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0366:entry	sid	sid			word	ocr_extracted			Milch.			sid	210	366	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0367:entry	SimSyßr	simsyssr			word	ocr_extracted			Schwert. Vgl. Krm. sür, syür.			SimSyßr	210	367	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0364:entry	Siyeslu	siyeslu			word	ocr_extracted			sechszehute.			» Siyeslu	210	364	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0362:entry	Sl	sl			word	ocr_extracted			Si, gingen, 59.5; s. suen’a.			Sl	210	362	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0368:entry	Slv	slv			word	ocr_extracted			Weinmoost. S. Krm. sIV.			Slv	210	368	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p199_r0063:entry	Sre’u	sreu			word	ocr_extracted			spät.			Sre’u	199	63	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p199_r0070:entry	Sstere	sstere			word	ocr_extracted			Horn: s. Krm. stüru. espär. weristbeespdr, stieg zu Pferde, 67.il.			Sstere	199	70	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0369:entry	sußn’a	sussna			word	ocr_extracted			(ich) gehe. Süe (imp.), geh, 52. io. te sueu’i, du gehst; hesußn’i, du gehst uicht 52.10. Syera, (ich) werde gehen; ma Syßri , wir werden gehen , 49.4; 55.»; 62.7. Se, ging; Sl, Si, gingen. Syeri, geht (imp. 2. pl.), 55.8. Vgl. JC: siyu (i...			sußn’a	210	369	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0371:entry	Syer	syer			word	ocr_extracted			Löwe. Vgl. Krm. slr, syer.			Syer	210	371	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0350:entry	sändc	sandc			word	ocr_extracted			Abends.			sändc	210	350	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0352:entry	Säri	sari			word	ocr_extracted			fremd.			Säri	210	352	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0200:entry	tankäl	tankal			word	ocr_extracted			Fledermaus,			tankäl	205	200	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0201:entry	tare	tare			word	ocr_extracted			Stirn,			tare	205	201	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0203:entry	taresin	taresin			word	ocr_extracted			vierzehnte,			taresin	205	203	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0205:entry	tarSQ	tarsq			word	ocr_extracted			Markt; s. Krm. tarsü. tek = tek.			tarSQ	205	205	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0204:entry	taräcme	taracme			word	ocr_extracted			Mittwoch. Vgl. Krm. tarsembe.			taräcme	205	204	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0202:entry	tarös	taros			word	ocr_extracted			vierzehn,			tarös	205	202	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0196:entry	tau	tau			word	ocr_extracted			Jemand. tau tchemia, niemals, taüde, nirgend, tewi desti, keines Menschen Hand.			tau	205	196	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0198:entry	tauresin	tauresin			word	ocr_extracted			vierzigste.			tauresin	205	198	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0197:entry	taurös	tauros			word	ocr_extracted			vierzig,			taurös	205	197	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0266:entry	tebdr	tebdr			word	ocr_extracted			heraus, hinaus. se tebdr, ging hinaus,			tebdr	207	266	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0211:entry	teherin	teherin			word	ocr_extracted			vierte,			teherin	205	211	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0210:entry	tehtir	tehtir			word	ocr_extracted			vier,			tehtir	205	210	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0263:entry	teir	teir			word	ocr_extracted			(ar.^rX), Vogel, terä kerd = tra kerd ; s. tra ken’a.			teir	207	263	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0212:entry	tek	tek			word	ocr_extracted			Pistole.			tek	205	212	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0206:entry	tend	tend			word	ocr_extracted			wie viel.			tend	205	206	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0213:entry	tenitaqü	tenitaqu			word	ocr_extracted			temteqü pa§ä, 84 sq.			tenitaqü	205	213	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0264:entry	terd geraut	terd geraut			phrase	ocr_extracted			entriss, riss aus (der Hand).			terd geraut	207	264	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0265:entry	terek	terek			word	ocr_extracted			Fehde,			terek	207	265	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0270:entry	tia	tia			word	ocr_extracted			hier; s. ctia. sein, 62 9.			tia	207	270	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0219:entry	tide	tide			word	ocr_extracted			Brust (weibliche). Vgl. P. Boetticher Arica, p. 72 (172).			tide	205	219	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0222:entry	tihü	tihu			word	ocr_extracted			ist nicht, 55.12-13. Vgl. Krm. tune,			tihü	206	222	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0278:entry	tiii	tiii			word	ocr_extracted			Schein, Glanz.			tiii	207	278	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0279:entry	tilislm	tilislm			word	ocr_extracted			(ar. fJL), Talisman.			tilislm	207	279	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0221:entry	tinßn’a	tinssna			word	ocr_extracted			(ich) schneide, mähe, tina, schnitt, 49.9; 50.8. bitiua, (ich) werde schneiden, bitini, werden schneiden, 49.7.			tinßn’a	205	221	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0223:entry	tiralic	tiralic			word	ocr_extracted			(ar. ^Ij»), Chirurg. [ez tirdhei d'ewya, ich bin der Chirurg des Dev, nicht: ich			tiralic	206	223	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0235:entry	tiri	tiri			word	ocr_extracted			warum, 73.7.			tiri	206	235	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0236:entry	tirtele	tirtele			word	ocr_extracted			Heimchen,			tirtele	206	236	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0217:entry	tiän	tian			word	ocr_extracted			(türk. ^L»), Eidechse,			tiän	205	217	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0214:entry	tjmke	tjmke			word	ocr_extracted			sobald, 70.i2-t3.			tjmke	205	214	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0268:entry	Tjrk	tjrk			word	ocr_extracted			Türke.			Tjrk	207	268	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0269:entry	tjrs	tjrs			word	ocr_extracted			Schild (nicht Gürtel wie 72. übersetzt ist),			tjrs	207	269	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0267:entry	tjzi	tjzi			word	ocr_extracted			auch du; s. tu.			tjzi	207	267	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0239:entry	toadüli	toaduli			word	ocr_extracted			Säugling; s. tjde.			toadüli	206	239	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0280:entry	top kerd	top kerd			phrase	ocr_extracted			sammelte, versammelte. tople kerd, versammelte,			top kerd	207	280	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0286:entry	tra ken’a	tra kena			phrase	ocr_extracted			reisse aus, schlage ab. tra ke (imp.), schlage ab. tra kerd, riss ab, schlug ab.			tra ken’a	207	286	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0284:entry	tufiiig	tufiiig			word	ocr_extracted			Flinte; s. Krm. tufeng.			tufiiig	207	284	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0281:entry	turge	turge			word	ocr_extracted			’ Hagel,			turge	207	281	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0285:entry	tuyera	tuyera			word	ocr_extracted			däre tuyera, Maulbeerbaum,			tuyera	207	285	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0199:entry	tÄke	take			word	ocr_extracted			Schienbein,			tÄke	205	199	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0238:entry	tö	to			word	ocr_extracted			tü, Stab.			tö	206	238	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0240:entry	tü	tu			word	ocr_extracted			s. tö.			tü	206	240	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0494:entry	uiära kerde xüeri	uiara kerde xueri			phrase	ocr_extracted			heirathete, 58.4. Vgl. Krm. mer.			uiära kerde xüeri	216	494	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p200_r0073:entry	umi'id	umiid			word	ocr_extracted			Hoffnung. Vgl. Krm. f vi.			umi'id	200	73	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0531:entry	vai	vai			word	ocr_extracted			Ausrufung.			vai	217	531	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0551:entry	vard	vard			word	ocr_extracted			I) Lamm. Vgl. Krm. berli. vard. 2) s. vardn.			vard	218	551	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0552:entry	vardn	vardn			word	ocr_extracted			Kegen. vardn vard, es regnete. Vgl. Krm. bardn. varük = vard.			vardn	218	552	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
